"קוד עיר","שם עיר","קוד רחוב","שם רחוב"
"46","יבנאל","2","משמר השלושה"
"46","יבנאל","3","סמדר"
"46","יבנאל","11","חוויה גלילית"
"46","יבנאל","12","אחוזת נוף גליל"
"46","יבנאל","7","אירוס הגליל"
"46","יבנאל","10","בקתות גן עדן"
"46","יבנאל","8","בן גוריון"
"46","יבנאל","6","ללא רחוב"
"47","כפר תבור","103332","הנוטר"
"47","כפר תבור","16","מלון נוף התבור"
"47","כפר תבור","105009","חלמיש"
"47","כפר תבור","105037","מורן"
"47","כפר תבור","103080","דולב"
"47","כפר תבור","104566","הדר"
"47","כפר תבור","104618","שיזף"
"47","כפר תבור","104687","ספיר"
"47","כפר תבור","104729","גדוד העבודה"
"47","כפר תבור","104742","התאנה"
"47","כפר תבור","104797","חצב"
"47","כפר תבור","104834","הבזלת"
"47","כפר תבור","103724","מרווה"
"47","כפר תבור","103625","המגן"
"47","כפר תבור","103843","השקמה"
"47","כפר תבור","103950","תלתן"
"47","כפר תבור","103323","הערבה"
"47","כפר תבור","103571","השזיף"
"47","כפר תבור","104510","השיטה"
"47","כפר תבור","105032","אירוס"
"47","כפר תבור","10","בית הגדי"
"47","כפר תבור","12","זמורה"
"47","כפר תבור","11","נוף התבור"
"47","כפר תבור","1","האלונים"
"47","כפר תבור","2","הגפנים"
"47","כפר תבור","3","הזיתים"
"47","כפר תבור","4","החרובים"
"47","כפר תבור","5","המייסדים"
"47","כפר תבור","6","הרימונים"
"47","כפר תבור","7","השזיפים"
"47","כפר תבור","8","שכ' השקדים"
"47","כפר תבור","9","התאנים"
"47","כפר תבור","14","שקמים"
"47","כפר תבור","17","שכ' השקמים"
"47","כפר תבור","18","שכונת הברושים"
"47","כפר תבור","15","סמטת היקב"
"47","כפר תבור","13","ללא רחוב"
"48","מנחמיה","21","דוכיפת"
"48","מנחמיה","14","קרן היסוד"
"48","מנחמיה","23","ללא רחוב"
"48","מנחמיה","20","משעול הדרור"
"48","מנחמיה","17","הבנים"
"48","מנחמיה","18","הזיתים"
"48","מנחמיה","15","משעול הרקפת"
"48","מנחמיה","16","הכלנית"
"48","מנחמיה","19","משעול הזמיר"
"48","מנחמיה","1","הגפן"
"48","מנחמיה","2","הדקל"
"48","מנחמיה","3","ההדרים"
"48","מנחמיה","4","החקלאי"
"48","מנחמיה","5","הירדן"
"48","מנחמיה","6","המייסדים"
"48","מנחמיה","7","הרימון"
"48","מנחמיה","8","כנרית"
"48","מנחמיה","9","מש' התאנה"
"48","מנחמיה","10","הסנונית"
"48","מנחמיה","11","משעול העפרוני"
"48","מנחמיה","12","עופר"
"48","מנחמיה","13","עמק הירדן"
"48","מנחמיה","22","הנרקיס"
"49","אילניה","100614","ללא רחוב"
"50","גבעת עדה","3102","החורשים"
"50","גבעת עדה","3106","היער גבעת עדה"
"50","גבעת עדה","3108","מכון אור שמח ג""ע"
"50","גבעת עדה","3109","החוטמית"
"50","גבעת עדה","3110","האלה גבעת עדה"
"50","גבעת עדה","3101","מרכז קליטה גבעת עדה"
"50","גבעת עדה","3126","החלמוניות"
"50","גבעת עדה","3136","הסביון גבעת עדה"
"50","גבעת עדה","3137","סמ הצבעוני גבעת עדה"
"50","גבעת עדה","3139","סמ חצב גבעת עדה"
"50","גבעת עדה","3140","החרצית גבעת עדה"
"50","גבעת עדה","3141","סמ האיריס גבעת עדה"
"50","גבעת עדה","3147","משעול האלומה ג""ע"
"50","גבעת עדה","3148","התבואה"
"50","גבעת עדה","3149","משעול החמנית ג""ע"
"50","גבעת עדה","3151","סמ העירית גבעת עדה"
"50","גבעת עדה","3152","סמ הפעמונית ג""ע"
"50","גבעת עדה","3155","עץ התאנה"
"50","גבעת עדה","3159","סמ הסיתוונית ג""ע"
"50","גבעת עדה","3164","הנופר גבעת עדה"
"50","גבעת עדה","3165","דרך בנימינה ג""ע"
"50","גבעת עדה","3167","רויטל גבעת עדה"
"50","גבעת עדה","36","האגס"
"50","גבעת עדה","37","סמטת רקפת"
"50","גבעת עדה","39","סמטת הדגנית"
"50","גבעת עדה","104858","כליל החורש"
"50","גבעת עדה","103988","הדקל"
"50","גבעת עדה","104385","העירית"
"50","גבעת עדה","104386","סמטת החבצלת"
"50","גבעת עדה","104057","מעלה הצבר"
"50","גבעת עדה","104184","היסמין"
"50","גבעת עדה","104383","לא פעיל"
"50","גבעת עדה","103139","משעול אלומה"
"50","גבעת עדה","103438","התאנה"
"50","גבעת עדה","38","הלבונה"
"50","גבעת עדה","46","השסק"
"50","גבעת עדה","44","דרך הברושים"
"50","גבעת עדה","45","המייסדים"
"50","גבעת עדה","48","יוספטל"
"50","גבעת עדה","49","הגומא"
"50","גבעת עדה","50","הערבה"
"50","גבעת עדה","47","האשכול"
"50","גבעת עדה","40","נורית"
"50","גבעת עדה","7","סמ' הברוש"
"50","גבעת עדה","8","הגבעה"
"50","גבעת עדה","9","הגפן"
"50","גבעת עדה","10","הדגן"
"50","גבעת עדה","11","הדוכיפת"
"50","גבעת עדה","12","סמטת הדקל"
"50","גבעת עדה","13","הדר"
"50","גבעת עדה","14","הורד"
"50","גבעת עדה","15","הזית"
"50","גבעת עדה","1","דרך רגבים"
"50","גבעת עדה","2","האגוז"
"50","גבעת עדה","3","האורנים"
"50","גבעת עדה","4","סמטת האלה"
"50","גבעת עדה","5","האלון"
"50","גבעת עדה","6","הארזים"
"50","גבעת עדה","53","החיטה"
"50","גבעת עדה","60","חמנית"
"50","גבעת עדה","59","צאלון"
"50","גבעת עדה","58","יקינתון"
"50","גבעת עדה","52","הליבנה"
"50","גבעת עדה","27","הרימון"
"50","גבעת עדה","28","השחף"
"50","גבעת עדה","29","השעורה"
"50","גבעת עדה","30","שקד"
"50","גבעת עדה","31","חי"
"50","גבעת עדה","32","סמ' הכלנית"
"50","גבעת עדה","33","סמדר"
"50","גבעת עדה","34","סמטת האורן"
"50","גבעת עדה","35","החצב"
"50","גבעת עדה","56","ההרדוף"
"50","גבעת עדה","57","סמטת הכרם"
"50","גבעת עדה","51","הדפנה"
"50","גבעת עדה","55","תירוש"
"50","גבעת עדה","54","השיבולת"
"50","גבעת עדה","16","החוחית"
"50","גבעת עדה","17","החרוב"
"50","גבעת עדה","18","הלילך"
"50","גבעת עדה","19","הנרקיס"
"50","גבעת עדה","20","הסנונית"
"50","גבעת עדה","21","העומר"
"50","גבעת עדה","22","הפרג"
"50","גבעת עדה","23","הפשוש"
"50","גבעת עדה","24","הצבעוני"
"50","גבעת עדה","25","הקמה"
"50","גבעת עדה","26","הראשונים"
"52","לוזית","101129","ללא רחוב"
"53","עתלית","104387","אלמוג החורש"
"53","עתלית","103490","מלח הארץ"
"53","עתלית","39","גבעת הסלע"
"53","עתלית","27","נוה משה"
"53","עתלית","28","נתיב הכרמים"
"53","עתלית","29","סמ' הארז"
"53","עתלית","30","סמ' הברוש"
"53","עתלית","31","סמ' התמר"
"53","עתלית","32","סמטת המרגנית"
"53","עתלית","33","רימון"
"53","עתלית","34","שושנת הים"
"53","עתלית","35","השקד"
"53","עתלית","37","סמטת הנורית"
"53","עתלית","38","האגוז"
"53","עתלית","7","גבעת סביון"
"53","עתלית","8","דרך הים"
"53","עתלית","9","האשל"
"53","עתלית","10","הגורן"
"53","עתלית","11","הזית"
"53","עתלית","12","החרוב"
"53","עתלית","13","הכלניות"
"53","עתלית","14","הלוחמים"
"53","עתלית","15","הלילך"
"53","עתלית","16","המחתרות"
"53","עתלית","17","המייסדים"
"53","עתלית","18","הנרקיסים"
"53","עתלית","19","הסיגלית"
"53","עתלית","20","הסלע"
"53","עתלית","21","הקליטה"
"53","עתלית","22","הרדוף"
"53","עתלית","23","הרקפת"
"53","עתלית","24","ורד"
"53","עתלית","25","יפה נוף"
"53","עתלית","26","משעול הגפנים"
"53","עתלית","6","גבעת הברכות"
"53","עתלית","41","נחל ברקן"
"53","עתלית","45","גבעת השרון"
"53","עתלית","58","האשכולות"
"53","עתלית","36","סמטת הלוטם"
"53","עתלית","50","התכלת"
"53","עתלית","44","הסייפן"
"53","עתלית","56","הדקל"
"53","עתלית","40","מסעדת מקסים"
"53","עתלית","1","איריס"
"53","עתלית","2","אלון"
"53","עתלית","3","אמת המים"
"53","עתלית","4","ארגמן"
"53","עתלית","5","בריטיש קוטג'"
"53","עתלית","55","נחל ספונים"
"53","עתלית","59","חרש"
"53","עתלית","51","המעיין"
"53","עתלית","52","המגינים"
"53","עתלית","54","חצרות האיכרים"
"53","עתלית","57","משעול האשכולות"
"53","עתלית","48","הבנים"
"53","עתלית","43","סמטת היסמין"
"53","עתלית","46","נחל אורן"
"53","עתלית","49","כלא עתלית"
"53","עתלית","42","נחל דליה"
"53","עתלית","53","יקינטון"
"53","עתלית","47","נחל אלונה"
"53","עתלית","105960","הבציר"
"53","עתלית","184","חמניה"
"53","עתלית","185","מזמרה"
"53","עתלית","186","אסיף"
"53","עתלית","187","חרמש"
"53","עתלית","188","כותנה"
"53","עתלית","189","מורג"
"53","עתלית","190","מגל"
"53","עתלית","191","תלם"
"53","עתלית","194","הגת"
"53","עתלית","195","הגפן"
"53","עתלית","197","הכרם"
"53","עתלית","168","נחל הוד"
"53","עתלית","174","אנפה"
"53","עתלית","175","תמירון"
"53","עתלית","177","שלדג"
"53","עתלית","178","שחף"
"53","עתלית","179","פלמינגו"
"53","עתלית","196","היקב"
"53","עתלית","198","הזמורה"
"53","עתלית","199","השריג"
"53","עתלית","206","כלנית"
"53","עתלית","207","התקומה"
"53","עתלית","208","חבצלת"
"53","עתלית","209","חרצית"
"53","עתלית","210","עין הים"
"53","עתלית","211","מפרש"
"53","עתלית","212","עוגן"
"53","עתלית","213","התורן"
"53","עתלית","214","שונית"
"53","עתלית","215","מכמורת"
"53","עתלית","216","שייטים"
"53","עתלית","219","סירה"
"53","עתלית","105","הבציר"
"53","עתלית","107","סמ העינב"
"53","עתלית","108","סמ הצבר"
"53","עתלית","110","העליה"
"53","עתלית","113","האצ""ל"
"53","עתלית","116","האורן"
"53","עתלית","118","הגנים"
"53","עתלית","133","סמ לח""י"
"53","עתלית","136","סמ הסיגלית"
"53","עתלית","139","הסביון"
"53","עתלית","143","ההגנה"
"53","עתלית","152","חופית"
"53","עתלית","153","הלוטוס"
"53","עתלית","154","הסחלב"
"53","עתלית","158","הפקאן"
"53","עתלית","164","נחל שלף"
"53","עתלית","165","נחל גלים"
"53","עתלית","167","נחל בוסתן"
"53","עתלית","170","הצבעוני"
"53","עתלית","171","סמ האלמוג"
"53","עתלית","176","חוות אהרונסון"
"53","עתלית","180","דרך השדות"
"53","עתלית","181","קציר"
"53","עתלית","182","הקלשון"
"53","עתלית","183","מחרשה"
"53","עתלית","105422","התירוש"
"53","עתלית","217","דגה"
"53","עתלית","218","לגונה"
"53","עתלית","104963","החיטה"
"53","עתלית","104095","הגיבורים"
"53","עתלית","103111","עמידר"
"55","נוגה","101010","ללא רחוב"
"57","כנרת-קבוצה","100704","ללא רחוב"
"58","מצפה","2","ללא רחוב"
"58","מצפה","1","יהלום"
"59","נחושה","100864","ללא רחוב"
"62","דגניה א`","101154","ללא רחוב"
"63","כנרת-מושבה","1","הראשונים"
"63","כנרת-מושבה","3","בזלת"
"63","כנרת-מושבה","2","ללא רחוב"
"64","יד רמב""ם","100525","ללא רחוב"
"65","מגדל","105247","יקינטון"
"65","מגדל","19","החצב"
"65","מגדל","104613","נוף כנרת"
"65","מגדל","104047","האירוסים"
"65","מגדל","1","האלה"
